ean - SupabaseID + Shopify ID,∞ Shopify Id,prix_achat,produit_en_ligne_nom_du_produit,produit_en_ligne_ddm,produit_en_ligne_stock_actuel,produit_en_ligne_prix_public,produit_en_ligne_rayon,produit_en_ligne_prix_vente,produit_en_ligne_sous_rayon,produit_en_ligne_categorie,quantite_vendue,Date première vente visible
"3760214630758 - Omum - Le Coach minceur, cellulite, fermeté - 60 gélules - 8569 - 9962585030983",9962585030983,€6.64,"Le Coach minceur, cellulite, fermeté - 60 gélules",30/12/2025,41,€28.90,Hygiène et santé,€17.34,Santé,Compléments alimentaires,18,2025-02-05 08:12
3770006030185  - Terra Cérès - 3 mini-muffins chocolat noisette bio - 3x50g - 8562 - 9962585162055,9962585162055,€1.80,3 mini-muffins chocolat noisette bio - 3x50g,19/7/2025,98,€5.50,Épicerie sucrée,€4.95,Biscuits et gâteaux,Moelleux et gâteaux,13,2025-02-01 22:05
3770006030598 - Terra Cérès - Lot de 3 mini-muffins au citron bio - 3x45g - 8572 - 9962585293127,9962585293127,€1.50,Lot de 3 mini-muffins au citron bio - 3x45g,30/4/2025,255,€4.50,Épicerie sucrée,€4.05,Biscuits et gâteaux,Moelleux et gâteaux,14,2025-02-10 16:10
3175681161535 - Isostar - Bar énergétique goût cramberry - 3x40g - 8563 - 9962585489735,9962585489735,€1.70,Bar énergétique goût cramberry - 3x40g,31/5/2025,250,€5.00,Épicerie sucrée,€5.00,Biscuits et gâteaux,Barres de céréales et energy balls,9,2025-03-13 15:49
3017800510995 - D'Aucy - Lot de 3 boites de petits pois extra fins à l'étuvée - 3x140g - 8571 - 9962585686343,9962585686343,€0.68,Lot de 3 boites de petits pois extra fins à l'étuvée - 3x140g,30/6/2028,348,€5.88,Épicerie salée,€5.29,Conserves/bocaux et plats cuisinés,Légumes,40,2025-02-02 11:20
3229820790176 - Bjorg - Lot de 3 biscuits fourrés au citron - 3x225g - 8570 - 9962585817415,9962585817415,€2.03,Lot de 3 biscuits fourrés au citron - 3x225g,2/7/2025,269,€6.78,Épicerie sucrée,€6.10,Biscuits et gâteaux,Biscuits nature et fruit,197,2025-02-01 19:39
"3770017198133 - Natz - Bière blonde Lager 5,0° - 33cl - 8564 - 9962601513287",9962601513287,€0.65,"Bière blonde Lager 5,0° - 33cl",30/1/2026,618,€2.60,Boissons,€2.21,Boissons alcoolisées,Bières,40,2025-02-02 11:20
3760303750152 - Italians do it better - Pesto al limone bio - 130g - 8575 - 9962601546055,9962601546055,€1.72,Pesto al limone bio - 130g,1/8/2025,69,€5.75,Épicerie salée,€5.17,Sauces,Pestos,23,2025-02-03 10:26
3760303750220 - Italians do it better - Pesto verde piquant bio - 130g - 8576 - 9962601578823,9962601578823,€2.07,Pesto verde piquant bio - 130g,24/5/2025,390,€6.90,Épicerie salée,€6.21,Sauces,Pestos,10,2025-02-02 10:44
"3770017198102 - Natz - Bière gingembre 5,0° - 33cl - 8565 - 9962601644359",9962601644359,€0.65,"Bière gingembre 5,0° - 33cl",30/7/2025,115,€2.60,Boissons,€2.21,Boissons alcoolisées,Bières,121,2025-02-01 16:04
3770014111876 - Transition - Pâtes torsades de blé tendre - 500g - 8596 - 9966778024263,9966778024263,€0.53,Pâtes torsades de blé tendre - 500g,30/6/2026,82,€1.60,Épicerie salée,€1.44,Pâtes/riz et légumineuses,Pâtes,376,2025-02-10 19:33
5200120443670 - Rizes Greece - Vinaigre balsamique blanc miel et moutarde - 250ml - 8598 - 9966778057031,9966778057031,€1.40,Vinaigre balsamique blanc miel et moutarde - 250ml,5/7/2025,192,€4.99,Épicerie salée,€4.24,Huiles et vinaigres,Vinaigres,52,2025-02-22 08:34
3175681290532 - Céréal Bio - Mezzelune au duo d'olives bio - 280g - 8594 - 9966778089799,9966778089799,,Mezzelune au duo d'olives bio - 280g,28/7/2025,0,€3.20,Épicerie salée,€2.88,Conserves/bocaux et plats cuisinés,Plats préparés,1,2025-03-30 16:04
3760197511020 - Savor et sens - Coffret autour du citron et du thym - 8640 - 9976270487879,9976270487879,€4.52,Coffret autour du citron et du thym,30/4/2025,11,€22.60,Épicerie salée,€14.69,Épices et condiments,Condiments,27,2025-02-15 19:12
5200120443229 - Rizes Greece - Olives vertes à la feta - 320g - 8655 - 9976270520647,9976270520647,€1.40,Olives vertes à la feta - 320g,11/4/2025,293,€4.89,Épicerie salée,€2.44,Apéritifs,Olives et antipasti,153,2025-02-12 18:14
3175681807136 - Gerlinéa - Barres chocolat orange - 372 g (12 x 31 g) - 8636 - 9976270717255,9976270717255,€2.79,Barres chocolat orange - 372 g (12 x 31 g),30/4/2025,242,€8.20,Épicerie sucrée,€7.38,Biscuits et gâteaux,Barres de céréales et energy balls,40,2025-02-13 00:07
3770014111791 - Transition -  Confiture d'Abricot Extra - 360g - 8641 - 9976270782791,9976270782791,€1.00, Confiture d'Abricot Extra - 360g,1/8/2026,137,€3.35,Épicerie sucrée,€3.02,Pâtes à tartiner / Miels / Confitures,Confitures,73,2025-02-11 08:01
5200120443571 - Rizes Greece -  Crème balsamique au miel de thym - 200 ml - 8642 - 9976270848327,9976270848327,€1.52, Crème balsamique au miel de thym - 200 ml,5/5/2026,172,€5.99,Épicerie salée,€4.49,Huiles et vinaigres,Vinaigres,56,2025-02-12 17:56
3760050653799 - Kitz - Détartrant concentré - 8645 - 9976270881095,9976270881095,€6.88,Détartrant concentré,,11,€27.50,Maison,€23.38,Entretien et ménage,Nettoyants surface et sol,5,2025-03-24 05:08
3173287091843 - Jacquot - Truffes fantaisie - 80g - 8639 - 9976270946631,9976270946631,€1.89,Truffes fantaisie - 80g,16/7/2025,53,€6.30,Épicerie sucrée,€5.67,Chocolat et confiseries,Ballotins et coffrets,67,2025-02-16 11:56
3760194228822 - Savor et sens - Moutarde aux fines herbes XXL - 8654 - 9976271012167,9976271012167,€2.69,Moutarde aux fines herbes XXL,30/4/2025,25,€14.95,Épicerie salée,€8.97,Sauces,Ketchup/ mayonnaises/ moutardes,17,2025-02-19 12:18
3770009601269 - Matatie - Calendrier de l'avent - 120g - 8638 - 9976271077703,9976271077703,€1.50,Calendrier de l'avent - 120g,10/2/2025,104,€10.00,Épicerie sucrée,€5.00,Chocolat et confiseries,Ballotins et coffrets,17,2025-02-24 18:08
3556009993920 - Alain Milliat - Prêt à boire pétillant Le Gingembre - 25cl - 8660 - 9976271110471,9976271110471,€0.90,Prêt à boire pétillant Le Gingembre - 25cl,30/5/2025,162,€2.90,Boissons,€2.61,Sirop/thés glacés/sodas,Sodas,63,2025-02-13 22:31
3556009993906 - Alain Milliat - Prêt à boire pétillant Le Yuzu - 25cl - 8661 - 9976271176007,9976271176007,€0.90,Prêt à boire pétillant Le Yuzu - 25cl,30/5/2025,170,€2.90,Boissons,€2.61,Sirop/thés glacés/sodas,Sodas,130,2025-02-12 22:29
3173281446595 - Cémoi - Tablette de chocolat noir 82% de cacao - 100g - 8664 - 9978322780487,9978322780487,€0.47,Tablette de chocolat noir 82% de cacao - 100g,31/10/2025,308,€1.90,Épicerie sucrée,€1.42,Chocolat et confiseries,Tablettes de chocolat,1094,2025-02-15 08:18
3173281473300 - Cémoi - Tablette de chocolat fleur de sel 47% de cacao - 100g - 8662 - 9978322813255,9978322813255,€0.47,Tablette de chocolat fleur de sel 47% de cacao - 100g,15/10/2025,1261,€1.90,Épicerie sucrée,€1.42,Chocolat et confiseries,Tablettes de chocolat,338,2025-02-15 13:13
3760050653706 - Bio Attitude - Crème à Récurer Kitz - 1L - 8648 - 9978322878791,9978322878791,€1.74,Crème à Récurer Kitz - 1L,,439,€6.95,Maison,€5.91,Entretien et ménage,Nettoyants surface et sol,35,2025-03-03 18:05
3556000330649 - Alain Milliat - Jus Raisin Blanc Chardonnay - 33cl - 8651 - 9978322944327,9978322944327,€1.24,Jus Raisin Blanc Chardonnay - 33cl,30/9/2025,231,€4.95,Boissons,€3.71,Jus et boissons végétales,Jus de fruits,46,2025-02-12 21:35
3556000330595 - Alain Milliat - Jus Orange Tardive Sicile - 33cl - 8650 - 9978323009863,9978323009863,€1.38,Jus Orange Tardive Sicile - 33cl,30/1/2026,39,€5.50,Boissons,€4.13,Jus et boissons végétales,Jus de fruits,43,2025-02-14 08:34
3760194227283 - Savor et sens - Poivre tellichery d'Inde - 190g - 8659 - 9978323042631,9978323042631,€3.95,Poivre tellichery d'Inde - 190g,30/4/2025,7,€21.95,Épicerie salée,€12.07,Épices et condiments,Épices et aromates,22,2025-02-19 10:26
3173281446427 - Cémoi - tablette de chocolat noir 72% - 100g - 8663 - 9978323075399,9978323075399,€0.47,tablette de chocolat noir 72% - 100g,25/10/2025,1876,€1.90,Épicerie sucrée,€1.42,Chocolat et confiseries,Tablettes de chocolat,968,2025-02-15 08:18
3176630901042 - Le Bois Jumel  - Houmous de haricot blanc - 100g - 16149 - 9988899438919,9988899438919,€0.60,Houmous de haricot blanc - 100g,28/11/2026,120,€3.00,Épicerie salée,€2.10,Apéritifs,Tartinades,48,2025-02-21 21:17
3176630020156 - Le Bois Jumel  - Préparation de fruits pêche framboise - 240g - 16150 - 9988899569991,9988899569991,€0.80,Préparation de fruits pêche framboise - 240g,28/2/2026,459,€4.00,Épicerie sucrée,€2.80,Pâtes à tartiner / Miels / Confitures,Confitures,143,2025-02-19 17:55
3176630600051 - Le Bois Jumel  - Rillettes pur de canard d'Armorique - 130g - 16151 - 9988899635527,9988899635527,€0.96,Rillettes pur de canard d'Armorique - 130g,21/2/2026,33,€4.80,Épicerie salée,€3.36,Apéritifs,Tartinades,271,2025-02-19 04:58
3176630301033 - Le Bois Jumel  - Terrine de campagne à la mangue bio - 90g - 16161 - 9991716569415,9991716569415,€0.71,Terrine de campagne à la mangue bio - 90g,31/12/2026,121,€3.55,Épicerie salée,€2.49,Apéritifs,Tartinades,95,2025-02-20 20:55
3700566456156 - Céliane - Chips de lentilles à la tomate - 50g - 16152 - 9991716733255,9991716733255,€0.65,Chips de lentilles à la tomate - 50g,8/6/2025,530,€2.58,Épicerie salée,€1.94,Apéritifs,Chips et gâteaux,359,2025-02-13 22:31
3760194200316 - Savor et sens - Moutarde au piment Jalapeño - 270g - 16158 - 9991716831559,9991716831559,€2.69,Moutarde au piment Jalapeño - 270g,30/4/2025,142,€14.95,Épicerie salée,€8.97,Sauces,Ketchup/ mayonnaises/ moutardes,29,2025-02-12 16:54
3770002654309  - LSBV - Lentilles vertes bio - 500g - 16154 - 9991716864327,9991716864327,€0.94,Lentilles vertes bio - 500g,30/6/2025,163,€3.34,Épicerie salée,€2.84,Pâtes/riz et légumineuses,Légumineuses,242,2025-02-13 10:53
3770002654354 - LSBV - Quinoa bio - 500g - 16160 - 9991716929863,9991716929863,€1.60,Quinoa bio - 500g,30/6/2025,303,€5.72,Épicerie salée,€4.86,Pâtes/riz et légumineuses,Céréales,98,2025-02-12 22:30
3556009993883 - Alain Milliat - Limonade fines bulles au citron - 25cl - 16155 - 9991716995399,9991716995399,€0.90,Limonade fines bulles au citron - 25cl,30/5/2025,234,€2.90,Boissons,€2.61,Sirop/thés glacés/sodas,Sodas,66,2025-02-13 10:28
3770002654422 - LSBV - Haricots rouges bio - 500g - 16153 - 9991717093703,9991717093703,€1.05,Haricots rouges bio - 500g,30/6/2025,321,€3.76,Épicerie salée,€3.20,Pâtes/riz et légumineuses,Légumineuses,69,2025-02-12 20:47
8024046496018 - Bioitalia - Maïs bio - 150g - 16156 - 9991717192007,9991717192007,€0.29,Maïs bio - 150g,4/7/2025,2432,€1.15,Épicerie salée,€0.86,Conserves/bocaux et plats cuisinés,Légumes,851,2025-02-24 18:39
3176800030176 - Plaisance Bio - Potage indien bio - 2 portions - 16164 - 9993243066695,9993243066695,€0.40,Potage indien bio - 2 portions,13/9/2025,25,€1.59,Épicerie salée,€1.19,Conserves/bocaux et plats cuisinés,Soupes et veloutés,233,2025-02-13 17:38
3176630006150 - Le Bois Jumel  - Confiture au miel et fraises de Plougastel - 250g - 16162 - 9993341468999,9993341468999,€0.90,Confiture au miel et fraises de Plougastel - 250g,30/8/2027,659,€4.50,Épicerie sucrée,€3.15,Pâtes à tartiner / Miels / Confitures,Confitures,217,2025-02-19 11:13
3760197510009 - Savor et sens - Olivade noire à la truffe - 100g - 16168 - 9993352216903,9993352216903,€1.30,Olivade noire à la truffe - 100g,30/6/2025,117,€6.50,Épicerie salée,€4.23,Apéritifs,Tartinades,51,2025-02-15 18:17
3760037524623 - Savor et sens - Tartinade aux olives et tomates séchées - 100g - 16169 - 9993381380423,9993381380423,€0.89,Tartinade aux olives et tomates séchées - 100g,30/6/2025,143,€5.95,Épicerie salée,€3.57,Apéritifs,Tartinades,37,2025-02-16 11:30
3506070056536 - Cocolia - Sucre de coco bio - 400g - 16167 - 9993570320711,9993570320711,€2.90,Sucre de coco bio - 400g,31/12/2027,44,€10.95,Épicerie sucrée,€8.76,Pâtisserie,Sucres,46,2025-02-21 17:34
3760075072360 - Alphanova - Exfoliant visage pour peaux normales bio - 75g - 16171 - 9994522067271,9994522067271,€2.35,Exfoliant visage pour peaux normales bio - 75g,,18,€8.89,Hygiène et santé,€8.00,Corps,Crèmes/ soins/ exfoliants,2,2025-03-02 10:21
8032755621447 - Planters - Shampoing douceur Aloe vera - 200ml - 16172 - 9994570793287,9994570793287,€2.80,Shampoing douceur Aloe vera - 200ml,,58,€9.90,Hygiène et santé,€8.91,Cheveux,Shampoings liquides,6,2025-03-05 09:22
3396411223761 - Evernat - Pain muesli raisin noisettes amandes - 300g - 16177 - 9996099617095,9996099617095,€0.88,Pain muesli raisin noisettes amandes - 300g,1/5/2025,179,€3.25,Épicerie sucrée,€1.95,Petit-déjeuner,Biscottes/ tartines/ pains,1191,2025-02-24 18:39
3396411242908 - Evernat - Mini carrés de chocolat noir - 180g - 16176 - 9996099649863,9996099649863,€1.19,Mini carrés de chocolat noir - 180g,26/5/2025,944,€4.39,Épicerie sucrée,€2.85,Biscuits et gâteaux,Biscuits au chocolat,197,2025-02-25 09:23
3700376705468 - 1845 - Peigne enfant - 16178 - 9996099682631,9996099682631,€1.64,Peigne enfant,,29,€5.65,Hygiène et santé,€5.09,Cheveux,Accessoires cheveux,1,2025-04-07 09:47
631740011744 - Preserve - Brosse à dents Popi Soft Gris - 16173 - 9996099748167,9996099748167,€1.36,Brosse à dents Popi Soft Gris,,23,€5.66,Hygiène et santé,€4.53,Dentaire,Brosses à dent,2,2025-02-20 16:21
631740019740 - Preserve - Brosse à dents Soft Corail - 16174 - 9996099879239,9996099879239,€1.36,Brosse à dents Soft Corail,,6,€5.66,Hygiène et santé,€4.53,Dentaire,Brosses à dent,3,2025-02-20 16:21
8032755623182 - Planters - Crème mains Aloe vera - 75 ml - 16175 - 9996099944775,9996099944775,€2.52,Crème mains Aloe vera - 75 ml,,38,€8.50,Hygiène et santé,€7.65,Corps,Mains et pieds,10,2025-02-16 20:20
3760029841738 - Biofloral - Spray Persévérance Concentration  aux Fleurs de Bach Bio - 16179 - 9996099977543,9996099977543,€4.22,Spray Persévérance Concentration  aux Fleurs de Bach Bio,6/1/2026,6,€17.90,Maison,€12.53,Linge,Assouplissants,17,2025-02-16 22:13
3760194200309 - Savor et sens - Moutarde aux poivrons tomates oignons - 270g - 16181 - 9997472465223,9997472465223,€2.24,Moutarde aux poivrons tomates oignons - 270g,25/4/2025,84,€14.95,Épicerie salée,€8.97,Sauces,Ketchup/ mayonnaises/ moutardes,39,2025-02-16 10:06
3770002654682 - LSBV - Graines de courge bio - 300g - 16180 - 9997530661191,9997530661191,€1.58,Graines de courge bio - 300g,30/6/2025,9,€5.65,Épicerie salée,€4.80,Épices et condiments,Graines,179,2025-02-17 17:13
3396411246531 - Tartex - Émincé végétal à la provençale bio - 220g - 16183 - 9998307033415,9998307033415,€1.24,Émincé végétal à la provençale bio - 220g,21/5/2025,1027,€4.58,Épicerie salée,€2.75,Conserves/bocaux et plats cuisinés,Plats préparés,362,2025-02-26 20:24
3700006524681 - Herbes et Traditions - Huile essentielle menthe des champs bio - 10ml - 16185 - 9998307098951,9998307098951,€1.95,Huile essentielle menthe des champs bio - 10ml,1/12/2027,23,€8.15,Hygiène et santé,€6.52,Aromathérapie,Huiles essentielles,18,2025-02-19 18:23
3700067371972 - Bioregena - Huile solaire SPF 15 bio - 90ml - 16186 - 9998307164487,9998307164487,€5.57,Huile solaire SPF 15 bio - 90ml,,18,€21.90,Hygiène et santé,€18.61,Corps,Solaire,2,2025-03-27 11:05
8032755620792 - Planters - Shampoing hydratant aloe vera - 200 ml - 16190 - 9998307230023,9998307230023,€2.80,Shampoing hydratant aloe vera - 200 ml,,89,€10.50,Hygiène et santé,€9.45,Cheveux,Shampoings liquides,10,2025-02-24 09:18
7043262005003 - Tints of Nature - Soin éclat fixateur de couleur - 200ml - 16193 - 9998307295559,9998307295559,€2.71,Soin éclat fixateur de couleur - 200ml,,32,€10.15,Hygiène et santé,€9.13,Cheveux,Shampoings liquides,1,2025-02-19 18:23
704326111708 - Tints of Nature - Shampoing sec volumateur - 15g - 16191 - 9998307426631,9998307426631,€5.02,Shampoing sec volumateur - 15g,,24,€18.95,Hygiène et santé,€17.06,Cheveux,Masques et soins,0,
3396411221484 - Bonneterre - Petits feuilletés à la vanille - 120g - 16189 - 9998307492167,9998307492167,€1.19,Petits feuilletés à la vanille - 120g,3/4/2025,224,€4.40,Épicerie sucrée,€2.20,Biscuits et gâteaux,Biscuits nature et fruit,614,2025-02-24 11:39
"3396411248566 - Bonneterre - Boisson végétale Barista riz, coco, soja bio - 1L - 16182 - 9998307557703",9998307557703,€0.43,"Boisson végétale Barista riz, coco, soja bio - 1L",16/5/2025,495,€2.13,Boissons,€1.92,Jus et boissons végétales,Boissons végétales,185,2025-02-23 15:43
8032755624424 - Planters - Huile absolue réparatrice aloe vera - 50ml - 16184 - 9998307656007,9998307656007,€2.76,Huile absolue réparatrice aloe vera - 50ml,,32,€10.90,Hygiène et santé,€9.27,Aromathérapie,Huiles végétales,18,2025-02-19 19:33
8009490001087 - Siracuse - Jus de citron - 1L - 16187 - 9998307754311,9998307754311,€1.12,Jus de citron - 1L,31/5/2025,608,€4.50,Boissons,€3.15,Jus et boissons végétales,Jus de fruits,155,2025-02-17 16:18
8032755620822 - Planters - Shampoing volume aloe vera - 200ml - 16192 - 9998307787079,9998307787079,€2.80,Shampoing volume aloe vera - 200ml,,93,€11.48,Hygiène et santé,€9.76,Cheveux,Shampoings liquides,6,2025-02-20 11:42
3229820803852 - Bjorg - Nutri+ biscuits chocolat gimgembre bio - 130g - 16203 - 10004196065607,10004196065607,€0.69,Nutri+ biscuits chocolat gimgembre bio - 130g,3/5/2025,383,€2.29,Épicerie sucrée,€2.06,Biscuits et gâteaux,Biscuits au chocolat,98,2025-02-26 12:27
"3041091678508 - Blédina - Plat bébé du midi légumes, Jambon, Épinards, Semoule, Merlu, Panais, Dinde, dès 6 mois - 4x200g - 16204 - 10004196393287",10004196393287,€1.00,"Plat bébé du midi légumes, Jambon, Épinards, Semoule, Merlu, Panais, Dinde, dès 6 mois - 4x200g",8/5/2025,5,€4.40,Bébé,€3.08,Alimentation bébé,Petits pots et repas,23,2025-03-01 18:31
5013665117117 - Whole Earth - Beurre de Cacahuètes Crunchy - 340g - 16196 - 10004196557127,10004196557127,€1.35,Beurre de Cacahuètes Crunchy - 340g,23/10/2025,1190,€5.39,Épicerie sucrée,€3.77,Pâtes à tartiner / Miels / Confitures,Purées de fruits secs,397,2025-02-26 13:17
3760153841901 - JAJAJA - Sauce piquante mayo chipotle - 145g - 16206 - 10004196622663,10004196622663,€1.24,Sauce piquante mayo chipotle - 145g,6/5/2025,166,€4.99,Épicerie salée,€3.74,Sauces,Ketchup/ mayonnaises/ moutardes,39,2025-02-18 13:00
8024046479011 - Bioitalia - Haricots ronds bouillis bio - 400g - 16199 - 10004196983111,10004196983111,€0.39,Haricots ronds bouillis bio - 400g,31/7/2025,82,€1.55,Épicerie salée,€1.16,Conserves/bocaux et plats cuisinés,Légumes,146,2025-02-25 12:02
8024046486019 - Bioitalia - Mélange de légumineuses bouillies bio - 400g - 16202 - 10004432453959,10004432453959,€0.45,Mélange de légumineuses bouillies bio - 400g,25/5/2025,176,€1.80,Épicerie salée,€1.35,Conserves/bocaux et plats cuisinés,Légumes,405,2025-02-24 22:41
